PromoCost,PromotionID,stockonHand,Class,Holiday,UOM,PackSize,Week,Location,Margin,priceSell,PriceBuy,DemandImpact,Population
28.28473785,1796,25729,Confection,no,Each,Case-Pkg,Wk40,Store5,0.49,2.4528,1.240237908,13.97273831,13758
65.90009508,1890,21906,Confection,no,Each,Case-Pkg,Wk31,Store4,0.14,1.962,1.688846661,12.34042553,73100
99.67825104,1400,30323,Confection,no,Each,Case-Pkg,Wk24,Store14,0.47,4.3066,2.270617697,8.109495295,22795
103.9347818,1595,25680,Confection,no,Each,Case-Pkg,Wk24,Store6,0.43,1.7017,0.964029096,-0.872863727,73422
65.13253592,1672,19334,Confection,no,Each,Case-Pkg,Wk49,Store9,0.49,4.3043,2.201055257,16.09738149,59006
73.24178934,1181,28746,Confection,no,Each,Case-Pkg,Wk24,Store13,0.43,3.3999,1.946411907,2.152028013,29645
99.60895027,1542,16221,Confection,no,Each,Case-Pkg,Wk20,Store8,0.47,2.1509,1.136166863,-2.934279739,30088
104.4172005,1616,20462,Confection,yes,Each,Case-Pkg,Wk8,Store8,0.44,2.3718,0.949486984,2.747025349,30088
7.543792443,1429,16463,Confection,no,Each,Case-Pkg,Wk40,Store8,0.12,3.0213,2.66325763,4.890867164,30088
14.79914947,1482,12925,Confection,no,Each,Case-Pkg,Wk34,Store2,0.4,2.6207,1.580501074,14.73742312,15272
20.85597469,1846,10838,Confection,no,Each,Case-Pkg,Wk39,Store1,0.45,1.7599,0.960134544,-26.53860856,16530
20.6359745,1022,17848,Confection,no,Each,Case-Pkg,Wk37,Store10,0.33,3.2069,2.138940713,1.800114458,59211
32.91921981,1234,21120,Confection,no,Each,Case-Pkg,Wk32,Store10,0.51,3.5508,1.751672838,3.580345286,59211
10.06749149,1831,12329,Confection,no,Each,Case-Pkg,Wk13,Store14,0.31,2.1006,1.45483444,18.19727891,22795
5.034724879,1898,26323,Confection,no,Each,Case-Pkg,Wk24,Store7,0.31,2.9958,2.058816616,2.821999922,59698
66.368415,1447,29194,Confection,yes,Each,Case-Pkg,Wk37,Store15,0.47,3.895,1.973379733,6.539213556,21007
90.00726458,1063,28746,Confection,yes,Each,Case-Pkg,Wk46,Store1,0,3.8252,3.84,1.036956448,16530
1.529761092,1372,18158,Confection,no,Each,Case-Pkg,Wk17,Store6,0.17,2.494,2.067006978,4.156973804,73422
38.82285795,1478,16320,Confection,no,Each,Case-Pkg,Wk17,Store12,0.11,2.8513,2.545947553,4.006082534,81129
41.21489649,1447,18309,Confection,no,Each,Case-Pkg,Wk20,Store13,0.3,3.6541,2.548119607,-10.29136316,29645
69.87937683,1835,20938,Confection,no,Each,Case-Pkg,Wk26,Store4,0.34,3.6456,2.41726897,9.44645006,73100
23.73682049,1702,13571,Confection,no,Each,Case-Pkg,Wk7,Store15,0.15,2.3974,2.028969909,10.08545893,21007
24.03405865,1294,14013,Confection,yes,Each,Case-Pkg,Wk24,Store10,0.59,2.3118,0.826069049,0.284832661,59211
4.733558982,1702,10728,Confection,no,Each,Case-Pkg,Wk18,Store12,0.34,3.9434,2.60056972,-14.57759194,81129
133.7687333,1593,19210,Confection,no,Each,Case-Pkg,Wk22,Store14,0.43,1.6912,0.971329851,-0.849564857,22795
23.23257391,1977,17273,Confection,no,Each,Case-Pkg,Wk50,Store7,0.36,2.2731,1.456560993,1.493072145,59698
66.83100657,1692,22925,Confection,no,Each,Case-Pkg,Wk4,Store1,0.3,3.3255,2.315693445,-0.578748032,16530
84.34107581,1946,11108,Confection,no,Each,Case-Pkg,Wk27,Store13,0.06,2.5426,2.396643853,5.925659903,29645
26.84910131,1544,17063,Confection,no,Each,Case-Pkg,Wk37,Store5,0.17,2.2165,1.841171572,9.811912226,13758
19.93087703,1400,25028,Confection,no,Each,Case-Pkg,Wk27,Store7,-0.06,2.388,2.542578417,2.283716432,59698
10.29964449,1338,13678,Confection,yes,Each,Case-Pkg,Wk13,Store13,0.34,2.5992,1.190380087,8.298304102,29645
1.235802645,1668,15212,Confection,yes,Each,Case-Pkg,Wk12,Store14,0.56,2.5945,1.019317005,14.42169022,22795
85.75572221,1053,11167,Confection,yes,Each,Case-Pkg,Wk6,Store8,0.42,2.5797,1.114903465,-15.68863384,30088
59.56333875,1173,13154,Confection,no,Each,Case-Pkg,Wk43,Store4,0.53,3.2089,1.513503115,0.812174736,73100
33.07664332,1245,28675,Confection,no,Each,Case-Pkg,Wk18,Store8,0.67,3.1344,1.020735669,-3.223385493,30088
50.50920207,1408,23518,Confection,no,Each,Case-Pkg,Wk11,Store13,0.21,3.7077,2.916129218,5.945516838,29645
90.96748313,1932,18129,Confection,yes,Each,Case-Pkg,Wk18,Store13,0.27,3.6436,2.077554232,15.85057471,29645
130.5621519,1801,20570,Confection,no,Each,Case-Pkg,Wk39,Store9,0.3,3.8975,2.725617552,12.02215519,59006
10.82183977,1267,14971,Confection,no,Each,Case-Pkg,Wk9,Store2,0.21,3.8974,3.068845457,21.22131614,15272
50.09782577,1427,27689,Confection,no,Each,Case-Pkg,Wk10,Store2,0.42,2.7138,1.583658485,-3.04036791,15272
24.86533676,1394,29836,Confection,no,Each,Case-Pkg,Wk6,Store11,0.21,2.0032,1.580039546,10.63162559,20099
54.99402049,1947,30860,Confection,no,Each,Case-Pkg,Wk47,Store8,0.28,2.0634,1.477136418,21.17225285,30088
30.58384665,1197,18788,Confection,yes,Each,Case-Pkg,Wk35,Store4,0.72,3.0592,1.196826609,14.31211368,73100
17.67328557,1951,29728,Confection,no,Each,Case-Pkg,Wk44,Store7,0.82,2.4677,0.443409192,10.77034441,59698
6.048895095,1358,29070,Confection,no,Each,Case-Pkg,Wk52,Store4,0.45,3.4741,1.917631845,3.459837352,73100
17.98993193,1581,25067,Confection,no,Each,Case-Pkg,Wk19,Store13,-0.17,3.5807,4.190484975,-1.892654358,29645
85.7450912,1323,14851,Confection,no,Each,Case-Pkg,Wk52,Store8,0.19,1.8584,1.496056292,8.801987135,30088
39.66330598,1686,14313,Confection,no,Each,Case-Pkg,Wk19,Store4,0.48,2.2284,1.152209616,11.92086697,73100
32.97812386,1201,16275,Confection,no,Each,Case-Pkg,Wk50,Store15,0.36,3.6179,2.316356833,17.61093006,21007
143.4748114,1660,21386,Confection,yes,Each,Case-Pkg,Wk10,Store8,0.61,2.2304,0.764215986,4.803871625,30088
163.1709397,1660,22063,Confection,yes,Each,Case-Pkg,Wk28,Store12,0,4.6204,4.64,5.042779362,81129
91.61333794,1904,28604,Confection,no,Each,Case-Pkg,Wk21,Store14,0.58,3.6124,1.523001051,1.510823812,22795
17.02015521,1446,15215,Confection,no,Each,Case-Pkg,Wk2,Store12,0.43,4.1819,2.374537364,5.186416832,81129
31.16079851,1028,18598,Confection,no,Each,Case-Pkg,Wk11,Store4,0.51,3.8238,1.862755804,4.574799644,73100
88.64936818,1676,16571,Confection,no,Each,Case-Pkg,Wk7,Store6,0.24,4.3124,3.29374761,13.11100409,73422
4.778814572,1014,10451,Confection,no,Each,Case-Pkg,Wk47,Store12,0.68,3.1663,1.020078182,-48.13506086,81129
139.8629254,1817,11115,Confection,no,Each,Case-Pkg,Wk26,Store2,0.41,3.5446,2.108192832,-12.84837034,15272
21.76447395,1657,16637,Confection,no,Each,Case-Pkg,Wk16,Store6,0.65,3.4662,1.211657768,18.91360369,73422
69.53685418,1571,17529,Confection,no,Each,Case-Pkg,Wk35,Store7,0.33,4.4864,2.996638733,9.313415685,59698
71.57837065,1917,25537,Confection,no,Each,Case-Pkg,Wk15,Store12,0.47,2.7626,1.472209658,-0.855227992,81129
76.64353325,1277,14626,Confection,no,Each,Case-Pkg,Wk42,Store10,0.77,2.4894,0.571496083,2.786872763,59211
13.03446802,1736,21177,Confection,no,Each,Case-Pkg,Wk38,Store3,0.15,1.996,1.704200001,7.935130196,83641
13.31962997,1587,22647,Confection,no,Each,Case-Pkg,Wk14,Store15,0.26,3.8697,2.858783554,5.560358557,21007
24.10386774,1878,10940,Confection,no,Each,Case-Pkg,Wk44,Store4,0.23,2.6813,2.06252094,-18.28682314,73100
44.02125082,1837,29779,Confection,yes,Each,Case-Pkg,Wk40,Store9,0.7,2.1693,0.688972252,6.600793418,59006
25.98402463,1552,20890,Confection,no,Each,Case-Pkg,Wk36,Store14,0.5,2.2839,1.132682235,-1.371124031,22795
14.00030084,1805,13821,Confection,yes,Each,Case-Pkg,Wk20,Store11,0.47,3.0657,1.405267953,9.603403738,20099
9.821779146,1843,15017,Confection,no,Each,Case-Pkg,Wk32,Store13,0.3,3.2314,2.271074271,2.173373075,29645
47.91380596,1476,11661,Confection,yes,Each,Case-Pkg,Wk15,Store6,-0.14,2.6358,3,6.20735197,73422
11.82808132,1895,15494,Confection,no,Each,Case-Pkg,Wk9,Store8,0.39,1.806,1.110414957,15.96156413,30088
30.76918037,1463,25467,Confection,no,Each,Case-Pkg,Wk24,Store3,0.43,2.0308,1.16061185,5.889319992,83641
67.1712143,1531,26833,Confection,no,Each,Case-Pkg,Wk44,Store11,0.87,1.8706,0.245051938,0.672683924,20099
77.87876959,1265,29294,Confection,no,Each,Case-Pkg,Wk21,Store1,0.07,3.6059,3.355350239,9.348490573,16530
113.2948823,1824,25650,Confection,no,Each,Case-Pkg,Wk47,Store15,0.49,2.8092,1.42985522,0.326126344,21007
19.47233713,1742,29461,Confection,yes,Each,Case-Pkg,Wk40,Store6,0.24,3.6222,2.116549062,3.722592284,73422
18.50040357,1265,17802,Confection,no,Each,Case-Pkg,Wk37,Store14,0.35,2.405,1.570272237,13.34589686,22795
42.03219418,1603,19868,Confection,no,Each,Case-Pkg,Wk49,Store7,0.26,2.8089,2.092257767,-2.44745037,59698
23.04228154,1192,17419,Confection,no,Each,Case-Pkg,Wk48,Store1,0.5,3.6551,1.815561166,11.74624662,16530
34.90886688,1196,21392,Confection,yes,Each,Case-Pkg,Wk39,Store3,0.25,3.7199,2.174265061,0.408634627,83641
41.3925461,1797,24057,Confection,no,Each,Case-Pkg,Wk42,Store3,0.57,3.5547,1.542228844,7.989427803,83641
52.50983858,1101,31055,Confection,no,Each,Case-Pkg,Wk17,Store11,0.84,1.9928,0.320236974,16.51051496,20099
19.35071386,1321,15762,Confection,no,Each,Case-Pkg,Wk42,Store11,0.53,3.0791,1.436660239,1.70469981,20099
0.804127588,1143,11126,Confection,no,Each,Case-Pkg,Wk32,Store8,0.43,3.6171,2.052965654,-4.146273894,30088
13.41942101,1371,30994,Confection,no,Each,Case-Pkg,Wk14,Store7,0.42,1.743,1.007192271,19.8794978,59698
30.18217912,1334,15468,Confection,no,Each,Case-Pkg,Wk34,Store3,1.09,2.6722,-0.23651729,15.64088527,83641
38.48900287,1565,26781,Confection,no,Each,Case-Pkg,Wk12,Store9,0.73,4.2742,1.169336184,12.15977985,59006
28.61875228,1140,16200,Confection,no,Each,Case-Pkg,Wk22,Store10,0.22,2.3266,1.822778111,10.84875558,59211
16.35866117,1147,19241,Confection,no,Each,Case-Pkg,Wk32,Store1,0.28,2.9015,2.080185902,-2.478191911,16530
73.65315125,1346,22682,Confection,no,Each,Case-Pkg,Wk29,Store13,0.34,3.7403,2.480850215,-5.510122,29645
18.89805,1952,17963,Confection,no,Each,Case-Pkg,Wk51,Store2,0.32,2.2574,1.524079728,14.74421542,15272
70.5880149,1147,18824,Confection,no,Each,Case-Pkg,Wk37,Store3,0.64,4.3585,1.56104677,17.65084944,83641
56.22529358,1166,24151,Confection,no,Each,Case-Pkg,Wk38,Store15,0.58,1.7211,0.730927719,3.3281493,21007
95.61660656,1150,29763,Confection,no,Each,Case-Pkg,Wk19,Store15,0.14,3.0239,2.611224461,4.318936877,21007
152.6421555,1937,29832,Confection,no,Each,Case-Pkg,Wk31,Store3,0.83,2.0389,0.337037377,4.026135202,83641
70.08633775,1057,24626,Confection,no,Each,Case-Pkg,Wk13,Store7,0.38,3.2074,1.978707249,-0.233208955,59698
5.254814688,1026,14298,Confection,no,Each,Case-Pkg,Wk3,Store6,-0.03,3.452,3.557042255,11.07241929,73422
55.92211477,1610,10490,Confection,no,Each,Case-Pkg,Wk3,Store9,0.41,3.6205,2.141565643,-38.66261993,59006
99.46795504,1220,28928,Confection,no,Each,Case-Pkg,Wk1,Store8,0.56,3.6406,1.585199204,8.320082831,30088
106.8337222,1094,10379,Confection,no,Each,Case-Pkg,Wk43,Store7,0.25,4.4098,3.301395026,-38.7745098,59698
105.6431097,1735,17412,Confection,no,Each,Case-Pkg,Wk29,Store14,0.49,3.3716,1.729990797,5.869604479,22795
93.77623118,1836,21035,Confection,yes,Each,Case-Pkg,Wk9,Store1,0.23,2.7619,1.433603616,-0.171201185,16530
32.77573177,1736,23462,Confection,no,Each,Case-Pkg,Wk45,Store4,0.13,1.5049,1.310899847,3.968981906,73100
99.91819018,1627,28824,Confection,no,Each,Case-Pkg,Wk29,Store1,0.71,3.7558,1.076274063,6.052338316,16530
30.51583152,1539,26674,Confection,no,Each,Case-Pkg,Wk12,Store7,0.27,2.3793,1.738499675,10.22528985,59698
81.35250991,1417,15909,Confection,no,Each,Case-Pkg,Wk31,Store6,0.76,3.5608,0.854245538,16.95906433,73422
64.56946995,1794,12077,Confection,yes,Each,Case-Pkg,Wk46,Store15,0.1,3.2133,2.019607507,13.84236844,21007
14.57503733,1885,14386,Confection,no,Each,Case-Pkg,Wk49,Store15,0.49,2.7793,1.411976153,17.41992102,21007
55.17562179,1890,28812,Confection,yes,Each,Case-Pkg,Wk16,Store4,0.44,2.2403,0.860097974,4.86175889,73100
28.95104689,1505,22277,Confection,no,Each,Case-Pkg,Wk36,Store8,0.34,4.3107,2.845580798,13.18839905,30088
11.51135493,1585,14453,Confection,no,Each,Case-Pkg,Wk31,Store2,0.67,3.7595,1.223364021,24.73643411,15272
43.67943323,1178,18929,Confection,no,Each,Case-Pkg,Wk8,Store3,0.17,2.6271,2.192362954,2.720793605,83641
16.00114259,1082,19217,Confection,no,Each,Case-Pkg,Wk16,Store8,0.38,1.5124,0.94112622,14.7545233,30088
27.89912925,1558,28512,Confection,no,Each,Case-Pkg,Wk3,Store8,0.18,3.6441,2.973855202,10.10558069,30088
31.21197879,1113,19989,Confection,no,Each,Case-Pkg,Wk44,Store13,0.48,2.2558,1.171777367,12.85229922,29645
82.17570559,1672,20998,Confection,yes,Each,Case-Pkg,Wk30,Store1,0.55,3.9501,1.903536707,9.579547205,16530
205.0422977,1541,27400,Confection,yes,Each,Case-Pkg,Wk52,Store10,0.33,3.7627,2.071537042,5.099245807,59211
85.10564349,1194,20420,Confection,no,Each,Case-Pkg,Wk44,Store9,0.23,3.9846,3.078271018,1.014266079,59006
26.37543094,1292,28727,Confection,no,Each,Case-Pkg,Wk25,Store3,0.46,2.2458,1.201662126,7.734143505,83641
0.693073125,1113,19631,Confection,no,Each,Case-Pkg,Wk38,Store13,0.12,3.7413,3.294267807,9.115087041,29645
72.81507657,1964,12247,Confection,no,Each,Case-Pkg,Wk9,Store10,0.36,4.145,2.666763072,-5.499103407,59211
21.58945533,1919,30554,Confection,no,Each,Case-Pkg,Wk39,Store6,1.12,4.1342,-0.510721185,13.4764439,73422
26.74383435,1117,22632,Confection,yes,Each,Case-Pkg,Wk13,Store12,0.23,5.0686,3.317856996,-9.287794993,81129
6.911525434,1639,12996,Confection,no,Each,Case-Pkg,Wk46,Store2,0.47,3.5664,1.881420643,14.92939352,15272
41.22537701,1315,26927,Confection,yes,Each,Case-Pkg,Wk4,Store8,0.82,1.6772,0.372593428,2.854681924,30088
21.12053637,1904,26158,Confection,no,Each,Case-Pkg,Wk27,Store1,0.35,4.0033,2.588328848,6.49096926,16530
41.18123359,1194,29810,Confection,no,Each,Case-Pkg,Wk2,Store4,1.04,2.6231,-0.106840957,4.811108694,73100
10.80190849,1426,14361,Confection,no,Each,Case-Pkg,Wk19,Store6,-0.21,3.9411,4.761459419,1.752163817,73422
22.8093938,1805,17243,Confection,no,Each,Case-Pkg,Wk20,Store14,0.32,2.3576,1.605547119,8.964848208,22795
12.5538666,1126,29729,Confection,no,Each,Case-Pkg,Wk4,Store15,0.67,3.6292,1.207964702,4.469568893,21007
27.90130455,1537,25013,Confection,no,Each,Case-Pkg,Wk21,Store2,0.16,3.1751,2.678542575,4.680396885,15272
3.552747379,1280,21148,Confection,no,Each,Case-Pkg,Wk38,Store8,1.04,2.098,-0.082465974,3.405189396,30088
57.25160121,1741,24122,Confection,yes,Each,Case-Pkg,Wk41,Store3,0.26,5.0454,3.220639528,6.014034181,83641
34.30979682,1163,28315,Confection,no,Each,Case-Pkg,Wk1,Store7,0.52,1.8213,0.86894729,4.663116633,59698
34.29685221,1909,20145,Confection,no,Each,Case-Pkg,Wk34,Store10,0.08,2.4121,2.215440582,0.7466973,59211
77.33271809,1806,19561,Confection,no,Each,Case-Pkg,Wk22,Store4,0.17,3.6727,3.041420561,1.483870968,73100
0.710524824,1286,13037,Confection,no,Each,Case-Pkg,Wk16,Store5,0.59,2.1655,0.890752938,18.53574927,13758
28.6463629,1662,22144,Confection,yes,Each,Case-Pkg,Wk27,Store3,0.55,2.1364,0.734077359,11.29040417,83641
45.30561925,1050,15802,Confection,no,Each,Case-Pkg,Wk51,Store1,0.63,4.3371,1.584993588,5.612102621,16530
96.02956699,1338,24646,Confection,no,Each,Case-Pkg,Wk11,Store3,0.08,2.683,2.468234738,8.865578866,83641
10.39734055,1123,26935,Confection,no,Each,Case-Pkg,Wk35,Store6,0.72,2.8105,0.786303092,14.6844302,73422
116.8032041,1474,18686,Confection,no,Each,Case-Pkg,Wk13,Store11,-0.06,3.0463,3.224541056,-0.518812596,20099
22.86299842,1152,28753,Confection,no,Each,Case-Pkg,Wk4,Store11,0.7,1.7065,0.518592144,-1.695769577,20099
17.61123622,1933,16119,Confection,no,Each,Case-Pkg,Wk2,Store1,0.7,3.0436,0.905512498,23.81341454,16530
21.01708256,1882,21823,Confection,no,Each,Case-Pkg,Wk30,Store7,1.08,4.1585,-0.342494692,18.79975875,59698
23.63190065,1598,10509,Confection,no,Each,Case-Pkg,Wk27,Store14,-0.02,2.1803,2.21351004,-6.365795724,22795
39.88240238,1314,23232,Confection,no,Each,Case-Pkg,Wk44,Store2,0.38,2.4697,1.519099959,4.35511668,15272
121.369668,1889,22992,Confection,no,Each,Case-Pkg,Wk33,Store8,0.16,4.3983,3.715784662,2.894013116,30088
54.90796708,1396,18191,Confection,no,Each,Case-Pkg,Wk12,Store8,0.32,2.982,2.024460452,12.50549934,30088
42.00145401,1958,17607,Confection,no,Each,Case-Pkg,Wk21,Store10,0.13,1.7815,1.556052149,15.23750423,59211
136.0918174,1263,18684,Confection,yes,Each,Case-Pkg,Wk43,Store10,0.22,4.7012,3.032581444,16.37226039,59211
20.96879628,1449,18072,Confection,no,Each,Case-Pkg,Wk16,Store13,0.27,3.4135,2.490067437,-3.300727102,29645
19.99080672,1980,21753,Confection,no,Each,Case-Pkg,Wk23,Store7,0.05,3.1644,2.994014683,6.36219641,59698
13.29548693,1109,22963,Confection,no,Each,Case-Pkg,Wk26,Store9,0.44,4.4816,2.497463273,-1.984303933,59006
56.33883028,1385,17647,Confection,yes,Each,Case-Pkg,Wk34,Store14,0.01,5.0662,4.029057889,4.606001464,22795
16.81727317,1551,19034,Confection,no,Each,Case-Pkg,Wk10,Store5,0.5,1.5485,0.778260104,4.499480619,13758
82.4649825,1618,20781,Confection,no,Each,Case-Pkg,Wk48,Store13,0.16,1.985,1.671404704,12.37917504,29645
13.6325263,1207,23844,Confection,no,Each,Case-Pkg,Wk21,Store6,0.85,3.3358,0.501625482,7.702324684,73422
118.3758379,1668,25591,Confection,no,Each,Case-Pkg,Wk28,Store15,0.74,3.6823,0.94023628,3.493236027,21007
14.80365854,1704,20656,Confection,no,Each,Case-Pkg,Wk44,Store8,0.54,1.5029,0.684272824,1.482078943,30088
5.772194172,1268,20393,Confection,no,Each,Case-Pkg,Wk25,Store5,0.66,2.0908,0.713283476,22.0476002,13758
31.8297246,1719,16751,Confection,no,Each,Case-Pkg,Wk19,Store10,0.65,2.1783,0.75214437,6.441569224,59211
168.2658034,1709,24332,Confection,no,Each,Case-Pkg,Wk17,Store13,0.26,2.4648,1.828088784,8.057456122,29645
8.196210324,1464,26743,Confection,no,Each,Case-Pkg,Wk47,Store1,0.2,3.1003,2.471257477,-0.932452276,16530
12.72771053,1253,24186,Confection,no,Each,Case-Pkg,Wk27,Store4,0.71,4.4194,1.285280223,7.623975457,73100
49.81292798,1542,28626,Confection,no,Each,Case-Pkg,Wk39,Store2,0.39,4.0677,2.461126103,6.33746062,15272
74.4111313,1772,30152,Confection,no,Each,Case-Pkg,Wk36,Store4,0.61,3.1754,1.245324376,8.585929296,73100
4.724060538,1187,20244,Confection,yes,Each,Case-Pkg,Wk33,Store10,0.27,3.5259,1.981529587,5.126321974,59211
86.11737592,1296,19658,Confection,no,Each,Case-Pkg,Wk21,Store15,0.73,2.1977,0.595144652,12.20331133,21007
72.50666045,1010,22351,Confection,yes,Each,Case-Pkg,Wk40,Store15,0.66,2.0286,0.620906584,-6.370860319,21007
14.37767657,1657,13133,Confection,no,Each,Case-Pkg,Wk38,Store12,0.63,4.0449,1.485902995,16.93951989,81129
60.14315501,1882,13792,Confection,no,Each,Case-Pkg,Wk43,Store13,0.26,4.2308,3.120629822,17.33352593,29645
3.047747961,1318,28888,Confection,no,Each,Case-Pkg,Wk33,Store2,0.76,1.7745,0.421972015,6.944702343,15272
7.895135996,1916,17259,Confection,no,Each,Case-Pkg,Wk7,Store7,0.67,2.2624,0.757720527,20.19727891,59698
89.34771354,1407,27627,Confection,no,Each,Case-Pkg,Wk32,Store3,0.33,3.7444,2.501672553,1.624568417,83641
116.1422536,1442,28233,Confection,yes,Each,Case-Pkg,Wk13,Store15,0.17,3.3395,1.995684458,13.13772717,21007
51.97417885,1436,20214,Confection,no,Each,Case-Pkg,Wk7,Store8,0.44,3.7226,2.075962432,18.44617579,30088
74.48958667,1606,11277,Confection,no,Each,Case-Pkg,Wk29,Store6,0.08,2.7535,2.546936193,-3.275891486,73422
26.4214834,1496,20348,Confection,no,Each,Case-Pkg,Wk15,Store9,0.5,2.8091,1.405479041,-0.401747602,59006
90.46267689,1065,25647,Confection,no,Each,Case-Pkg,Wk23,Store2,0.14,2.3177,2.00201113,-1.77599219,15272
41.59681107,1207,10974,Confection,no,Each,Case-Pkg,Wk44,Store6,0.15,3.007,2.557964239,-4.49657869,73422
28.64379978,1600,28048,Confection,no,Each,Case-Pkg,Wk17,Store14,0.84,2.5699,0.40463553,8.094508,22795
18.0381265,1056,23473,Confection,yes,Each,Case-Pkg,Wk32,Store15,0.26,3.3173,1.837295901,-1.689326712,21007
57.87128811,1576,23810,Confection,yes,Each,Case-Pkg,Wk48,Store11,0.11,4.6172,3.272483415,5.912972753,20099
33.86253261,1933,25419,Confection,no,Each,Case-Pkg,Wk2,Store6,0.51,3.967,1.961907209,3.176505844,73422
19.46007747,1098,29377,Confection,no,Each,Case-Pkg,Wk50,Store9,0.8,3.7927,0.758730426,-3.303129851,59006
22.57284254,1789,25968,Confection,no,Each,Case-Pkg,Wk41,Store10,0.85,3.2286,0.489702962,3.047175105,59211
244.8048999,1267,29299,Confection,no,Each,Case-Pkg,Wk30,Store2,0.16,3.9659,3.349037335,6.423226164,15272
0.864975534,1618,12862,Confection,no,Each,Case-Pkg,Wk12,Store5,0.22,1.7803,1.38818545,31.27739262,13758
11.33535037,1927,21099,Confection,no,Each,Case-Pkg,Wk18,Store6,0.1,2.2129,1.986949594,22.64708733,73422
51.13942866,1982,25483,Confection,no,Each,Case-Pkg,Wk3,Store13,-0.01,2.951,2.988880923,4.055965442,29645
39.77313001,1724,16593,Confection,no,Each,Case-Pkg,Wk29,Store8,0.42,1.9069,1.107144493,37.2591295,30088
49.33668893,1804,25156,Confection,no,Each,Case-Pkg,Wk4,Store14,0.33,4.3451,2.926441117,-1.84912453,22795
11.19892922,1175,28008,Confection,no,Each,Case-Pkg,Wk46,Store5,0.48,3.9967,2.078718258,2.738706557,13758
61.6689791,1200,16234,Confection,no,Each,Case-Pkg,Wk31,Store13,0.53,3.516,1.668983454,6.83135523,29645
77.32917968,1868,25155,Confection,no,Each,Case-Pkg,Wk22,Store3,0.4,2.9267,1.758489653,1.764778477,83641
46.0441353,1036,29612,Confection,no,Each,Case-Pkg,Wk8,Store9,0.59,2.4052,0.978720229,3.34208224,59006
19.1223213,1221,23866,Confection,no,Each,Case-Pkg,Wk41,Store12,0.12,4.0266,3.553895502,-2.307114921,81129
10.78561747,1639,18231,Confection,yes,Each,Case-Pkg,Wk31,Store9,0.4,2.996,1.429210965,3.807860262,59006
85.17002427,1954,21040,Confection,no,Each,Case-Pkg,Wk36,Store9,0.47,3.882,2.07058238,-3.74475734,59006
19.09148148,1371,13032,Confection,no,Each,Case-Pkg,Wk48,Store15,0.15,3.5734,3.030148029,9.811488793,21007
34.78315547,1148,25643,Confection,no,Each,Case-Pkg,Wk31,Store5,0.34,1.9629,1.286962838,0.702219795,13758
67.87843215,1420,16201,Confection,no,Each,Case-Pkg,Wk36,Store12,0.76,2.675,0.649543969,14.12017167,81129
